id,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia
1136,41,32138242,84261000
1137,51,35116754,95630000
1138,47,33408260,89010000
1139,41,32641656,80060010
1140,55,37911151,98430000
1141,66,34982400,78850000
1142,51,37622711,95890000
1143,51,35298813,93800000
1144,41,32138344,17500021
1145,43,32561874,86600000
1146,55,35221849,98600000
1147,54,32861399,95670000
1148,16,33424916,14940000
1149,51,33412653,91350200
1150,51,3225-515,90020015
1151,55,32426304,97573000
1152,51,34819500,80420090
1153,95,36250623,69316695
1154,49,33254480,89885000
1155,67,33216703,79002074
1156,55,34221316,97541001
1157,51,30285588,91240
1158,54,33177083,95555000
1159,47,34545228,89208720
1160,91,30844609,64400000
1161,54,33350100,95840000
1162,91,30844608,66833075
1163,48,32640263,88230000
1164,44,36721397,87800000
1165,14,34731011,17430000
1166,54,33585050,95300000
1167,51,35981685,93700000
1168,49,33613040,89801560
1169,91,30844609,65030000
1170,43,33482052,86030495
1171,91,30844630,68721000
1172,41,33495331,81900230
1173,51,33304999,90460050
1174,47,34241290,89239200
1175,69,36212060,78973000
1176,54,32511658,95480000
1177,94,37850300,68473000
1178,48,34389133,88806001
1179,54,32912277,95190000
1180,54,33131900,96330000
1181,41,36697170,83309220
1182,49,35221902,89600000
1183,51,35111000,94060000
1184,44,36361141,87540000
1185,49,33447800,89838000
1186,45,32861213,85790000
1187,54,33177083,96207000
1188,54,33350100,95900000
1189,45,32421545,85420000
1190,44,32484487,86750000
1191,44,36431341,87570000
1192,41,33225945,80410240
1193,49,35630173,89500000
1194,54,33177083,89801000
1195,95,36277124,69314386
1196,51,35111067,95700000
1197,18,38611161,17880000
1198,51,35631924,93900000
1199,49,33532550,89825000
1200,54,33177083,95330000
1201,42,39014998,84025000
1202,68,32135007,69900064
1203,54,34411071,95330000
1204,41,32138376,80420090
1205,54,33131900,95900000
1206,49,35675649,89500000
1207,44,36451344,85990000
1208,41,32138242,86050270
1209,55,33242500,98005000
1210,41,33301729,80020100
1211,48,32255612,88015240
1212,54,33131900,99440000
1213,47,33850399,89124000
1214,51,32364592,96205000
1215,42,3227878,84261000
1216,51,36011473,95520000
1217,51,32138154,90030000
1218,91,30844609,66053000
1219,41,33245665,80010070
1220,51,35111067,97573001
1221,48,32596100,88101100
1222,41,32138242,82300000
1223,54,33312008,99500000
1224,55,33341510,98740000
1225,54,33272350,99050000
1226,41,32138240,88101000
1227,44,32321986,86990000
1228,51,35111067,97573000
1229,48,34381352,88806000
1230,51,35111067,93542000
1231,95,32242063,69306665
1232,54,33350100,99500000
1233,41,32138376,86010190
1234,47,32748191,89267000
1235,54,33131900,96200003
1236,47,35213447,89160000
1237,54,33131900,95760000
1238,55,32501095,97770000
1239,54,33131900,95660000
1240,47,33411997,88310001
1241,47,33320078,89110000
1242,91,30844671,66049504
1243,47,33470872,88380000
1244,42,3446-549,84400000
1245,41,32860440,81750400
1246,91,30844609,66630000
1247,43,33567975,86085310
1248,55,35130046,98900000
1249,41,32138376,80530010
1250,91,30844646,67030180
1251,51,33444743,91060160
1252,44,36451490,85990000
1253,18,36311119,16021350
1254,44,36651853,87530000
1255,55,33591435,97900000
1256,48,36280896,88701160
1257,54,33350100,96200350
1258,47,35251262,89160000
1259,42,32727611,84261000
1260,44,35431321,85440000
1261,45,35741660,85851100
1262,41,32138344,19900070
1263,51,35111067,90020160
1264,54,33350100,97060002
1265,48,32721112,88180000
1266,41,32652460,81310415
1267,45,32771948,85900215
1268,41,32870111,81750450
1269,54,33131900,96810000
1270,48,36280720,88705000
1271,54,3335-010,97010081
1272,91,30844609,66065000
1273,91,30844671,68650000
1274,81,30844646,51020031
1275,54,33131900,96600000
1276,53,32223415,96020380
1277,49,3246-110,89580000
1278,48,36230026,88745000
1279,43,33297545,86084000
1280,51,35116754,97050001
1281,51,32244562,90020150
1282,51,34286833,92420280
1283,55,32261953,97110620
1284,41,32138242,88330668
1285,48,34651305,88840000
1286,41,32138240,85601620
1287,44,35421782,87345000
1288,51,35111067,93700000
1289,55,33757777,98208000
1290,43,32544316,86200000
1291,54,34511137,95700970
1292,41,32821324,83005340
1293,51,32316084,90150002
1294,51,33364998,90610000
1295,51,35116754,99150000
1296,95,36244500,69306680
1297,51,33157209,90610001
1298,46,35234724,85605040
1299,55,53461011,98950000
1300,54,33350100,96610100
1301,51,36662177,95535000
1302,54,33131900,90010221
1303,43,3523-055,86300000
1304,55,34332277,97650000
1305,14,36211987,17210000
1306,54,33294646,99500000
1307,45,32681167,85892000
1308,43,34521364,86925000
1309,42,36351830,85303000
1310,41,32138240,88117000
1311,48,36224185,88701301
1312,43,35411121,86280000
1313,51,37621222,95890000
1314,54,33131900,96830216
1315,54,33350100,95860000
1316,51,32149275,95020310
1317,35,35731403,37115000
1318,41,32333213,80010000
1319,41,32138376,86010380
1320,42,36351449,85301050
1321,51,34724602,92200001
1322,42,32321416,84165510
1323,51,36321238,95780000
1324,51,33467568,90540001
1325,47,33481950,88301000
1326,46,35471341,85640000
1327,41,3213-824,88010400
1328,47,33510615,88351301
1329,42,34631327,84560000
1330,47,33850127,89124000
1331,18,32821535,19280000
1332,49,33224466,89801020
1333,48,32403567,98075001
1334,54,33131900,97590000
1335,48,32650959,88240000
1336,51,34956016,92900000
1337,41,33633668,80060150
1338,55,35121990,98900000
1339,41,32138344,87080000
1340,47,35361110,88430000
1341,42,35541279,84620000
1342,47,3371-555,89240000
1343,51,35111000,95660000
1344,47,36532368,89370000
1345,55,34312869,97670000
1346,41,32138376,82510160
1347,45,35778808,85855330
1348,44,35432828,85440000
1349,43,33245405,86039290
1350,49,35630536,89500000
1351,46,32622049,85555000
1352,41,32138240,83701145
1353,44,36411158,87024000
1354,41,32138376,83203400
1355,42,32221914,84010300
1356,54,33131900,96030000
1357,54,34611850,95185000
1358,45,32541873,85960000
1359,55,35631160,97980000
1360,43,34531378,86920000
1361,46,32232300,85501240
1362,44,32245076,87013280
1363,48,32530267,88490000
1364,51,36521169,96750000
1365,48,36521019,88890000
1366,47,35344622,88420000
1367,51,33347511,90410006
1368,53,32425180,96400200
1369,44,36222164,87501030
1370,51,32269510,90150000
1371,41,32138242,83323410
1372,55,33271535,99440000
1373,44,35711124,87290000
1374,41,32138376,87013915
1375,42,36235783,85060340
1376,41,36341428,83005000
1377,42,36235783,83900000
1378,44,36492008,85950000
1379,41,32138242,80040310
1380,19,38416677,13844070
1381,53,32733114,96065420
1382,47,34738855,89211595
1383,54,33131900,96065005
1384,41,32138344,81070160
1385,51,37621222,95890000
1386,35,35341559,37955000
1387,37,32761263,35668000
1388,51,35111067,90020015
1389,54,33177082,96508220
1390,48,36230026,88745000
1391,49,32414709,89520000
1392,41,35693005,81020010
1393,49,32221502,88501050
1394,51,32333081,90150004
1395,46,35243495,85601580
1396,47,3223734,89010003
1397,41,32138242,85801010
1398,48,33222773,89802000
1399,42,36461543,85200000
1400,44,36871131,85955000
1401,54,33131900,94910001
1402,51,34831654,94810001
1403,55,32215432,97050421
1404,51,35631540,93900000
1405,49,33286829,89809506
1406,46,35363577,85660000
1407,51,35111000,97300000
1408,53,32277777,96020080
1409,43,34242844,83323000
1410,51,32247083,90010220
1411,54,33350100,98280000
1412,51,36325151,95780000
1413,48,36482323,88735000
1414,55,33122090,98801640
1415,45,33244403,85810000
1416,41,32138240,87501230
1417,53,32716535,96045470
1418,49,35661002,89560000
1419,44,36431206,87570000
1420,54,3335-010,95900000
1421,41,32138240,88350345
1422,41,32546188,80200530
1423,51,35116754,95010004
1424,49,32231477,88502170
1425,46,32255782,85801000
1426,43,34771297,86930000
1427,53,32241192,96150000
1428,54,33152555,27605736
1429,51,35111067,96015440
1430,51,32246677,90560001
1431,48,32488539,88080000
1432,51,32454096,91750060
1433,44,33321285,86670000
1434,42,32315000,84145000
1435,47,34336849,89201220
1436,47,33505933,89010002
1437,43,3339-297,86036020
1438,44,36351293,87225000
1439,55,32813390,96570000
1440,43,33790618,86600000
1441,48,32423271,88131000
1442,74,35362318,47300000
1443,33,35712372,39970000
1444,55,32421784,97573001
1445,51,36381092,95750000
1446,51,36714081,96180000
1447,47,3623-018,89490000
1448,49,35660003,8600000
1449,47,32479673,88101000
1450,54,36135087,99838000
1451,51,37601010,95895000
1452,41,32138376,80420000
1453,46,35341160,85575000
1454,41,33425795,80440210
1455,44,36495861,85950000
1456,54,33242020,98200000
1457,55,37941233,98470000
1458,55,32551963,97760000
1459,46,32421370,85560000
1460,19,38195181,13184420
1461,54,33420777,99150000
1462,51,34231611,97560000
1463,49,32320529,88640000
1464,91,30844609,66630505
1465,54,33131900,96640000
1466,54,33131900,98870000
1467,41,33301729,87030025
1468,47,3522-201,89160000
1469,41,32138240,85866000
1470,54,33350100,97670000
1471,49,32513900,88502175
1472,51,30623960,90020121
1473,48,36588104,88750000
1474,51,37151448,96810042
1475,54,33561129,95370000
1476,51,36511920,96700000
1477,54,32684140,95180000
1478,45,35651431,85877000
1479,51,32189598,90035072
1480,51,35116754,95900000
1481,44,32524649,87600000
1482,54,33131900,93260005
1483,54,35206100,99700000
1484,69,33412798,76993000
1485,49,33613040,89802132
1486,42,30268262,84035000
1487,54,33131900,93800000
1488,42,36771585,85170000
1489,54,33131900,93900000
1490,55,32761537,97400000
1491,54,33350100,89600000
1492,54,33131900,96640000
1493,54,34431523,99200000
1494,55,33591150,97900000
1495,54,33177083,97670000
1496,44,35234097,87302080
1497,54,33110693,99042800
1498,44,32332320,86975000
1499,88,35431849,63360000
1500,55,33333333,98700000
1501,51,37172522,96815000
1502,46,32732269,96077000
1503,51,32216758,90030000
1504,41,32138242,83833054
1505,51,30315262,92330001
1506,51,34340010,94470000
1507,55,32174566,97015370
1508,51,35111000,95760970
1509,51,33434201,91710000
1510,48,32761194,88450000
1511,43,33799104,86010020
1512,51,32485100,90810080
1513,49,36520191,89985000
1514,54,32445000,95400000
1515,48,32761185,88450000
1516,54,33350100,96830216
1517,41,33239177,80420010
1518,51,32189500,90640003
1519,44,34411600,87890000
1520,19,32319833,13100081
1521,51,35116754,95010005
1522,54,33132147,99010000
1523,55,32331016,97340000
1524,44,32751366,86960000
1525,44,35341307,87470000
1526,42,32211100,84280000
1527,46,32622094,85555000
1528,48,32650244,88240000
1529,55,33335803,98700000
1530,54,32311153,95200000
1531,43,35424664,86460000
1532,53,32306300,96200000
1533,47,36334645,89290000
1534,51,33622066,91340110
1535,51,36731137,96270000
1536,47,33411540,88310000
1537,54,33131900,97050530
1538,48,30331129,88150000
1539,47,32750827,89251700
1540,44,36492000,85950000
1541,51,34766918,92010260
1542,48,35610376,93600000
1543,48,32242151,88010400
1544,48,35320326,88990000
1545,55,35432124,98940000
1546,43,30252880,86010000
1547,54,33131900,95690000
1548,42,36461048,85200000
1549,45,33782093,85900220
1550,94,34211886,68540000
1551,54,33350100,96200340
1552,55,32222077,97070000
1553,55,37427070,98300000
1554,51,33861737,91260000
1555,41,5666519,80240001
1556,41,33226010,87013903
1557,44,32331141,86975000
1558,41,33431399,80240030
1559,54,33350100,95670000
1560,51,35111067,96570000
1561,41,36231356,83840000
1562,42,32276080,84062000
1563,41,3213-824,16200001
1564,54,33177082,96200370
1565,48,32440746,88080000
1566,54,33314542,99500000
1567,51,35116754,96400006
1568,51,32513171,96170000
1569,51,33815400,91220580
1570,48,36221835,88702060
1571,41,32138240,89204002
1572,54,33350100,92330000
1573,47,34670068,89226600
1574,41,32138376,83702470
1575,51,35111000,97560970
1576,54,3335-010,95900000
1577,91,30844609,66080000
1578,47,33506936,88357100
1579,51,35111067,95555000
1580,51,33447925,91130720
1581,55,32311056,97590000
1582,51,34849500,95588000
1583,41,30140808,80510020
1584,89,35821228,64770000
1585,41,32138242,81315680
1586,45,32451186,85430000
1587,43,35250344,86400000
1588,54,33131900,89620000
1589,47,34331844,89204090
1590,54,33350100,95860000
1591,47,35217032,89160000
1592,55,34133534,97510000
1593,51,37301032,96685970
1594,44,32343171,86730000
1595,54,32826699,95680000
1596,51,33662246,91360450
1597,77,34211408,45025030
1598,55,35651277,98980000
1599,47,35248036,89400000
1600,53,32791442,96001970
1601,91,30844609,64400000
1602,53,32226985,96010300
1603,51,35111067,95680000
1604,41,30272130,82810060
1605,47,33572251,89140000
1606,48,35250757,88930000
1607,38,36131303,39470000
1608,54,3335-010,97050530
1609,44,32343884,86730000
1610,33,33764176,39650000
1611,41,33526130,80530010
1612,55,37446363,98400000
1613,44,32451295,87160000
1614,48,34353692,88860000
1615,47,34360533,89211301
1616,51,36892041,95588000
1617,44,32440452,87155000
1618,54,33131900,99500000
1619,49,32413299,89520000
1620,41,32442335,80440080
1621,51,36258059,95555000
1622,51,37433284,96930000
1623,56,37471217,96950000
1624,54,33131900,90035070
1625,51,35116754,96450000
1626,55,32334719,97340000
1627,62,33391259,72975000
1628,16,39542003,14270000
1629,54,33761233,99770000
1630,51,35116754,93310550
1631,55,33333173,97900000
1632,49,33532034,89825000
1633,54,33147070,99025002
1634,42,36352429,85301070
1635,49,32411317,89520000
1636,49,33463112,89850000
1637,53,32611968,96300000
1638,55,33631285,97880000
1639,55,35281125,98570000
1640,33,37461262,39950000
1641,51,35421123,95600000
1642,51,33429382,90230121
1643,53,32276235,96010280
1644,54,33131900,96570000
1645,54,33350100,95300000
1646,43,35575959,84990000
1647,91,30844609,66050100
1648,49,34332268,89820000
1649,91,30844609,66053000
1650,41,32821020,83005000
1651,47,33715233,89251150
1652,51,33286269,90480000
1653,91,30844609,66035170
1654,54,32282764,95020000
1655,43,35351311,84200000
1656,48,32440270,88075301
1657,43,32322208,86170000
1658,51,32174088,90040001
1659,41,32138242,80050000
1660,51,35612909,93600000
1661,91,30844609,66913430
1662,51,37621222,95890000
1663,44,36492001,85950000
1664,43,33790616,86060010
1665,51,37313059,96640000
1666,47,31350027,89198000
1667,51,32255368,90020008
1668,41,30222829,81570000
1669,55,32221717,97010081
1670,51,33363600,90690000
1671,51,33159494,90650000
1672,51,37431056,96930000
1673,45,32541110,85960000
1674,51,34771680,92010260
1675,51,37663220,95870000
1676,19,38637394,13971110
1677,55,32631221,97250000
1678,49,35630369,89500000
1679,43,33981367,86125000
1680,42,36236875,85108000
1681,43,35341106,86430000
1682,51,35111067,97590970
1683,41,32923599,83601030
1684,86,32219224,64000090
1685,41,37218122,83255000
1686,44,35284541,85935000
1687,54,32322122,95200000
1688,47,33495038,88301000
1689,49,36480138,89888000
1690,48,32237687,88015900
1691,54,33350100,95074001
1692,51,30414141,94910002
1693,43,32623564,86220000
1694,45,30290800,85856000
1695,51,37311445,96640000
1696,51,35641441,93950000
1697,54,33350100,95200000
1698,51,36611600,95590000
1699,19,38068111,13800061
1700,51,35111004,90510002
1701,49,35351276,89590000
1702,44,30234465,87013000
1703,49,36670022,89879000
1704,51,32692992,91910001
1705,43,3379-900,86010360
1706,41,33226002,87013000
1707,47,36423923,89300000
1708,51,35111000,90030003
1709,47,35220357,89160000
1710,48,34324593,88820000
1711,51,35111067,99300970
1712,49,34522530,89770000
1713,47,36422083,89300000
1714,55,33226045,98005000
1715,49,32221620,88502110
1716,49,35227238,89600000
1717,91,30844609,66063230
1718,51,37090493,95900000
1719,51,35116754,93220000
1720,55,33121837,98801640
1721,54,33131900,95555000
1722,91,3084-460,65400000
1723,41,32138376,83203010
1724,51,33429665,90520000
1725,54,33131900,98005150
1726,62,33232580,76300000
1727,46,35441221,85630000
1728,49,35410059,89620000
1729,54,33131900,90020006
1730,51,32260466,90020008
1731,44,3267-567,87033000
1732,21,38166969,22061000
1733,48,34381458,88806001
1734,91,3084-460,68633000
1735,48,33335036,88010101
1736,54,33177082,89700000
1737,44,35521108,87390000
1738,46,35381266,85670000
1739,54,33131900,95270000
1740,51,37663612,95870000
1741,51,34517277,93224000
1742,43,32561784,86600000
1743,44,35681448,87340000
1744,44,36411322,87240000
1745,51,36529200,92990000
1746,54,33131900,98300000
1747,47,33421950,88375000
1748,37,35411920,35620000
1749,55,32542424,97450000
1750,47,34390488,89237000
1751,47,33236022,89052001
1752,54,33131900,90560000
1753,54,33350100,96330000
1754,41,32138240,87702000
1755,69,34615559,76920000
1756,54,96757576,95700000
1757,41,32335004,80020000
1758,98,91344263,65071750
1759,45,32441333,85890000
1760,48,32829918,88053365
1761,51,33378766,90230124
1762,51,32198370,90160093
1763,54,33131900,96810000
1764,54,33131900,97015513
1765,41,34721124,83280000
1766,51,33443778,91060440
1767,41,32138260,83005050
1768,41,32138376,80240030
1769,44,33231059,8669000
1770,48,32452442,88140000
1771,67,34661271,79730000
1772,54,33131900,92010300
